İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
14243534,12 Kasım 2023,Satılık,130 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,145 M2,5-10,7,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,3500000
14243511,12 Kasım 2023,Satılık,156 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,3 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,232 M2,0 (Yeni),2,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,3775000
14243499,12 Kasım 2023,Satılık,81 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,118 M2,2,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2350000
14243498,12 Kasım 2023,Satılık,100 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,125 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2600000
14243454,12 Kasım 2023,Satılık,90 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,110 M2,3,6,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,2200000
14243406,12 Kasım 2023,Satılık,120 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,130 M2,3,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,2595000
14243341,12 Kasım 2023,Satılık,118 M2,2+1,5.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,150 M2,0 (Yeni),5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,2800000
14243340,12 Kasım 2023,Satılık,125 M2,3+1,3.Kat,Yerden Isıtma,Krediye Uygun Değil,,Yok,,Evet,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,138 M2,0 (Yeni),13,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,4650000
14243339,12 Kasım 2023,Satılık,125 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,140 M2,1,3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,2750000
14243324,12 Kasım 2023,Satılık,180 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,3 ,,,,Genel Fiyat ,12 Kasım 2023,Konut,Daire,,,220 M2,5-10,3,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,3750000
14243098,20 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,115 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,Bilinmiyor,,,,,, Nilüfer,1850000
14243035,11 Kasım 2023,Satılık,105 M2,2+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,115 M2,0 (Yeni),3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2600000
14242936,11 Kasım 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,,,10000 TL,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,4,Boş,,,,,,Var ,,,, Osmangazi,2400000
14242912,11 Kasım 2023,Satılık,100 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,8000 TL,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,110 M2,5-10,3,Boş,,,,,,Var ,,,, Orhaneli,2100000
14242888,11 Kasım 2023,Satılık,85 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,,,Evet,1,,,6000 TL,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,90 M2,0 (Yeni),5,Boş,,,,,,Var ,,,, Orhaneli,1750000
14242880,20 Kasım 2023,Satılık,105 M2,2+1,Düz Giriş (Zemin),Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,8000 TL,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,110 M2,11-15,3,Kiracı Oturuyor,,,,,,,,,, Orhangazi,1600000
14242580,11 Kasım 2023,Satılık,60 M2,2+1,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,11 Kasım 2023,Konut,Müstakil Ev,,,65 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,Müstakil Tapulu,Boş,Var,,Hayır ,1, Osmangazi,650000
14242494,11 Kasım 2023,Satılık,300 M2,8+2,Müstakil,Isıtma Yok,Bilinmiyor,,,,Hayır,2 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,350 M2,16-20,2,Kiracı Oturuyor,,,,,,,,,, İnegöl,7000000
14242471,11 Kasım 2023,Satılık,150 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Hayır,1,,Yok,12000 TL,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,165 M2,11-15,3,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Evet ,2, Gürsu,2500000
14242346,11 Kasım 2023,Satılık,65 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,75 M2,4,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1680088
14241986,11 Kasım 2023,Satılık,85 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Yok,,,1, Osmangazi,1250000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14241521,11 Kasım 2023,Satılık,96 M2,2+1,Müstakil,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,104 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Müstakil Tapulu,Boş,,,,, Osmangazi,13500000
14239942,11 Kasım 2023,Satılık,100 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1280000
14239752,11 Kasım 2023,Satılık,130 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,11 Kasım 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1950000
14239476,23 Kasım 2023,Satılık,85 M2,2+1,Kot 2 (-2).Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,,Yok,8000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,150 TL,86 M2,21 Ve Üzeri,9,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Yok,,Hayır ,2, Yıldırım,985000
14239431,10 Kasım 2023,Satılık,241 M2,1 Oda,,Kombi Doğalgaz,KREDIYE UYGUN,,Var,,Hayır,Yok ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Bina,,,242 M2,21 Ve Üzeri,2,Boş,,,Bilinmiyor,,,,,,, Yıldırım,7200000
14239428,10 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,110 M2,0 (Yeni),6,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2448000
14239151,10 Kasım 2023,Satılık,138 M2,3+1,14.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,169 M2,1,18,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,4480000
14238860,20 Kasım 2023,Satılık,95 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,8000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,150 TL,110 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,2, Yıldırım,1490000
14238849,10 Kasım 2023,Satılık,50 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,65 M2,3,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1679000
14238847,10 Kasım 2023,Satılık,55 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,65 M2,2,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1399000
14238814,10 Kasım 2023,Satılık,70 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,85 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1500000
14238326,21 Kasım 2023,Satılık,80 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,90 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Gürsu,1650000
14238321,21 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,90 M2,1,3,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Gürsu,2100000
14238072,21 Kasım 2023,Satılık,70 M2,2+1,Müstakil,Doğalgaz Sobalı,Bilinmiyor,,,,Hayır,1,,Yok,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,80 M2,21 Ve Üzeri,3,Boş,,,,,,Var ,,,, Mudanya,4000000
14238038,10 Kasım 2023,Satılık,95 M2,2+1,5.Kat,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,1 ,,,7000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,5,Boş,,,,,,,,,, Orhangazi,1300000
14237962,21 Kasım 2023,Satılık,120 M2,3+1,Müstakil,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,1,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Osmangazi,3750000
14237828,23 Kasım 2023,Satılık,85 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,,,,,,, Osmangazi,1750000
14237804,23 Kasım 2023,Satılık,110 M2,6+1,,Kat Kaloriferi,Krediye Uygun Değil,,,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Villa,,,220 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,,,,,,,, Kestel,15000000
14237675,24 Kasım 2023,Satılık,90 M2,2+1,4.Kat,Doğalgaz Sobalı,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,7500 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,30 TL,100 M2,21 Ve Üzeri,4,Boş,,,,Kat İrtifakı,Boş,Var,Açık Balkon,Hayır ,1, Yıldırım,1990000
14237329,22 Kasım 2023,Satılık,115 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,1580000
14237182,11 Kasım 2023,Satılık,210 M2,5+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,230 M2,2,3,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,2500000
14237179,11 Kasım 2023,Satılık,100 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,127 M2,0 (Yeni),4,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2740000
14237168,11 Kasım 2023,Satılık,75 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,80 M2,16-20,5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Gemlik,2250000
14237151,11 Kasım 2023,Satılık,180 M2,4+2,,Yerden Isıtma,KREDIYE UYGUN,,Yok,,Hayır,3 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Villa,,,240 M2,0 (Yeni),3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,7750000
14237106,10 Kasım 2023,Satılık,125 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,İkinci El,Evet,1,2,Yok,10000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,75 TL,135 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,2, Osmangazi,2200000
14237041,22 Kasım 2023,Satılık,80 M2,1+1,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor,,,,Hayır,1 ,,,8000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,85 M2,5-10,5,Boş,,,,,,,,,, Orhangazi,1400000
14237022,10 Kasım 2023,Satılık,138 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Evet,1,2,Yok,14000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,150 TL,150 M2,21 Ve Üzeri,8,Boş,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,Açık Balkon,Evet ,1, Gemlik,2250000
14236952,10 Kasım 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,Sıfır,Hayır,1,2,,8000 TL,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,143 M2,5-10,3,Kiracı Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,,Var,Kapalı Balkon,Evet ,2, Gemlik,1850000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14236598,10 Kasım 2023,Satılık,83 M2,2+1,,Doğalgaz Sobalı,Krediye Uygun Değil,,Var,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Müstakil Ev,,,84 M2,21 Ve Üzeri,2,Boş,,,Bilinmiyor,Arsa Tapulu,Boş,,,,, Yıldırım,1350000
14236521,10 Kasım 2023,Satılık,125 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,,,,,,, İnegöl,1900000
14236160,10 Kasım 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,,Evet,2,1,,,Genel Fiyat ,10 Kasım 2023,Konut,Daire,,,150 M2,5-10,9,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,, Nilüfer,2850000
14235832,13 Kasım 2023,Satılık,249 M2,1 Oda,,Kombi Doğalgaz,KREDIYE UYGUN,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,10 Kasım 2023,Konut,Bina,,,250 M2,11-15,4,Boş,,,Bilinmiyor,,,,,,, Osmangazi,6000000
14234876,25 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,8000 TL,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,,,,Müstakil Tapulu,Boş,Var,,Evet ,1, Yıldırım,1550000
14234876,25 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,8000 TL,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,,,,Müstakil Tapulu,Boş,Var,,Evet ,1, Yıldırım,1550000
14234856,10 Kasım 2023,Satılık,250 M2,5+2,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,289 M2,5-10,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Kestel,5100000
14234108,23 Kasım 2023,Satılık,160 M2,5+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,3,1,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,165 M2,5-10,3,Mülk Sahibi Oturuyor,,,,Kat Mülkiyeti,,Var,,Hayır ,3, İnegöl,3750000
14233708,10 Kasım 2023,Satılık,110 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,120 M2,16-20,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Mudanya,2250000
14233704,10 Kasım 2023,Satılık,125 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,150 M2,16-20,5,Boş,,,Bilinmiyor,,Boş,,,,, Mudanya,2650000
14233469,09 Kasım 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,2,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,,,,Var,"Açık Balkon, Kapalı Balkon ",,, Yıldırım,2800000
14233404,25 Kasım 2023,Satılık,160 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,2,2,Yok,,Genel Fiyat,09 Kasım 2023,Konut,Daire,,,162 M2,16-20,3,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Evet ,1, Nilüfer,3350000
14233356,25 Kasım 2023,Satılık,140 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,1,3,Yok,,Genel Fiyat,09 Kasım 2023,Konut,Daire,,,145 M2,5-10,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,,Var,Açık Balkon,Evet ,1, Nilüfer,2800000
14233255,10 Kasım 2023,Satılık,148 M2,3+1,6.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,298 M2,2,12,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,8475000
14233055,24 Kasım 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,2,,Yok,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,150 TL,135 M2,4,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,3, Nilüfer,2900000
14232639,10 Kasım 2023,Satılık,129 M2,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Bina,,,130 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,,,,,,, Yıldırım,5800000
14232286,10 Kasım 2023,Satılık,260 M2,4+1,Kot 3 (-3).Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,3 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,285 M2,4,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,3675000
14231695,10 Kasım 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,85 M2,0 (Yeni),4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Gemlik,3250000
14231686,10 Kasım 2023,Satılık,90 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,100 M2,16-20,4,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2000000
14231667,10 Kasım 2023,Satılık,55 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Daire,,,60 M2,4,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1400000
14231591,10 Kasım 2023,Satılık,210 M2,3+2,,Yerden Isıtma,KREDIYE UYGUN,,Yok,,Hayır,2 ,,,,Genel Fiyat ,09 Kasım 2023,Konut,Villa,,,280 M2,5-10,3,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,10299000
14231377,10 Kasım 2023,Satılık,260 M2,5+2,,Kombi Doğalgaz,KREDIYE UYGUN,,Var,,Evet,3 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Villa,,,390 M2,5-10,3,Boş,,,Bilinmiyor,,Boş,,,,, Mudanya,12500000
14231374,10 Kasım 2023,Satılık,160 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,3 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,202 M2,1,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,3600000
14231169,10 Kasım 2023,Satılık,125 M2,3.5+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,140 M2,0 (Yeni),2,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,2100000
14231026,10 Kasım 2023,Satılık,240 M2,4+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,270 M2,5-10,2,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,13250000
14230813,22 Kasım 2023,Satılık,120 M2,2+1,8.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,1 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,10,Kiracı Oturuyor,,,Bilinmiyor,Bilinmiyor,Boş,,,,, Yıldırım,1890000
14230576,15 Kasım 2023,Satılık,95 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,105 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,,,Hayır ,2, Gemlik,910000
14230043,10 Kasım 2023,Satılık,112 M2,3+2,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,134 M2,5-10,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Osmangazi,4000000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14230042,24 Kasım 2023,Satılık,65 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,5000 TL,Genel Fiyat ,08 Kasım 2023,Konut,Daire,,,75 M2,5-10,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,1, Nilüfer,1490000
14229959,23 Kasım 2023,Satılık,100 M2,3+2,,Sobalı,KREDIYE UYGUN,,Var,,Hayır,1,,,,Genel Fiyat ,08 Kasım 2023,Konut,Müstakil Ev,,,224 M2,21 Ve Üzeri,2,Boş,,,Yatırıma Uygun,Hisseli Tapu,Boş,,,Hayır ,, Orhaneli,1350000
